complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
101.79,1,UN,15,15,SAKE,1.2,KG,82.32,68.6,BUFFET,2016-01-19T23:40:20.000Z,Mesa 85,0,101.82,12.57,101.82,1,4.5,4.5,REFRIGERANTE,,,,,,
37,474,KG,32.51,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-19T23:40:30.000Z,Mesa 87,0,37.01,3.47,37.01,,,,,,,,,,
14.81,216,KG,14.81,68.6,BUFFET,,,,,,2016-01-19T23:40:48.000Z,Mesa 90,0,14.81,0.62,14.81,,,,,,,,,,
38.1,3,UN,13.5,4.5,SUCO,312,KG,21.4,68.6,BUFFET,2016-01-20T12:06:20.000Z,Mesa 3,0,38.1,3.38,29.1,1,3.2,3.2,DOCINHOS,,,,,,
35.17,3,UN,13.5,4.5,SUCO,316,KG,21.67,68.6,BUFFET,2016-01-20T12:06:44.000Z,Mesa 2,0,35.17,1.48,26.17,,,,,,,,,,
42.87,3,UN,10.5,3.5,AGUA,472,KG,32.37,68.6,BUFFET,2016-01-20T12:24:08.000Z,Mesa 7,0,42.87,3.57,35.87,,,,,,,,,,
38.21,3,UN,10.5,3.5,AGUA,404,KG,27.71,68.6,BUFFET,2016-01-20T12:26:45.000Z,Mesa 4,0,38.21,3.42,31.21,,,,,,,,,,
31.87,1,UN,1,1,CHA,0.45,KG,30.87,68.6,BUFFET,2016-01-20T12:30:24.000Z,Mesa 15,0,31.87,1.96,21.58,,,,,,,,,,
36.01,3,UN,10.5,3.5,AGUA,372,KG,25.51,68.6,BUFFET,2016-01-20T12:37:44.000Z,Mesa 33,0,36.01,3.35,29.01,,,,,,,,,,
61.51,0.7,KG,48.02,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:38:44.000Z,Mesa 22,0,61.52,4.83,52.52,,,,,,,,,,
184.77,6,UN,21,3.5,AGUA,2.32,KG,159.29,68.6,BUFFET,2016-01-20T12:39:17.000Z,Mesa 11,0,184.79,13.25,114.19,1,4.5,4.5,CERVEJA,,,,,,
40.39,392,KG,26.89,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:40:15.000Z,Mesa 16,0,40.39,4.16,31.39,,,,,,,,,,
31.83,464,KG,31.83,68.6,BUFFET,,,,,,2016-01-20T12:40:54.000Z,Mesa 18,0,31.83,1.34,31.83,,,,,,,,,,
45.21,3,UN,10.5,3.5,AGUA,506,KG,34.71,68.6,BUFFET,2016-01-20T12:41:47.000Z,Mesa 17,0,45.21,3.66,38.21,,,,,,,,,,
32.29,376,KG,25.79,68.6,BUFFET,1,UN,6.5,6.5,CERVEJA LATA,2016-01-20T12:43:37.000Z,Mesa 5,0,32.29,4.12,32.29,,,,,,,,,,
39.58,3,UN,10.5,3.5,AGUA,424,KG,29.08,68.6,BUFFET,2016-01-20T12:45:55.000Z,Mesa 8,0,39.58,3.46,32.58,,,,,,,,,,
42.44,422,KG,28.94,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:46:30.000Z,Mesa 9,0,42.44,4.21,33.44,,,,,,,,,,
46.69,1,UN,14.4,14.4,TEMAKI,274,KG,18.79,68.6,BUFFET,2016-01-20T12:47:00.000Z,Mesa 10,0,46.69,4.32,37.69,3,13.5,4.5,REFRIGERANTE,,,,,,
32.29,274,KG,18.79,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:48:48.000Z,Mesa 19,0,32.29,4.01,23.29,,,,,,,,,,
31.33,0.26,KG,17.83,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:49:29.000Z,Mesa 21,0,31.33,4,22.33,,,,,,,,,,
176.56,3,UN,13.5,4.5,SUCO,1.59,KG,109.07,68.6,BUFFET,2016-01-20T12:50:10.000Z,Mesa 13,0,176.57,15.24,86.21,6,27,4.5,REFRIGERANTE,6,27,4.5,REFRIGERANTE,,
42.86,428,KG,29.36,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T12:58:08.000Z,Mesa 28,0,42.86,4.22,33.86,,,,,,,,,,
24.87,316,KG,21.67,68.6,BUFFET,1,UN,3.2,3.2,DOCINHOS,2016-01-20T12:58:18.000Z,Mesa 29,0,24.87,2.4,24.87,,,,,,,,,,
41.09,3,UN,10.5,3.5,AGUA,446,KG,30.59,68.6,BUFFET,2016-01-20T12:58:41.000Z,Mesa 26,0,41.09,3.52,34.09,,,,,,,,,,
34.22,2,UN,12,6,CERVEJA,324,KG,22.22,68.6,BUFFET,2016-01-20T13:00:00.000Z,Mesa 6,0,34.22,6.54,34.22,,,,,,,,,,
41.9,414,KG,28.4,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:01:31.000Z,Mesa 30,0,41.9,4.19,32.9,,,,,,,,,,
40.88,596,KG,40.88,68.6,BUFFET,,,,,,2016-01-20T13:05:49.000Z,Mesa 47,0,40.88,1.72,40.88,,,,,,,,,,
35.72,324,KG,22.22,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:06:50.000Z,Mesa 53,0,35.72,4.05,26.72,,,,,,,,,,
43.27,434,KG,29.77,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:06:58.000Z,Mesa 51,0,43.27,4.23,34.27,,,,,,,,,,
44.25,3,UN,10.5,3.5,AGUA,492,KG,33.75,68.6,BUFFET,2016-01-20T13:07:05.000Z,Mesa 55,0,44.25,3.62,37.25,,,,,,,,,,
38.74,368,KG,25.24,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:07:18.000Z,Mesa 24,0,38.74,4.12,29.74,,,,,,,,,,
102.89,6,UN,21,3.5,AGUA,1194,KG,81.9,68.6,BUFFET,2016-01-20T13:08:41.000Z,Mesa 57,0,102.9,7.77,88.9,,,,,,,,,,
47.93,502,KG,34.43,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:09:28.000Z,Mesa 59,0,47.93,4.37,38.93,,,,,,,,,,
44.78,456,KG,31.28,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:09:37.000Z,Mesa 23,0,44.78,4.27,35.78,,,,,,,,,,
81.07,3,UN,10.5,3.5,AGUA,832,KG,57.07,68.6,BUFFET,2016-01-20T13:26:09.000Z,Mesa 70,0,81.07,7.64,65.07,3,13.5,4.5,REFRIGERANTE,,,,,,
74.02,1,UN,3.5,3.5,CAFE EXPRESSO,588,KG,40.33,68.6,BUFFET,2016-01-20T13:29:41.000Z,Mesa 63,0,74.03,11.91,56.03,3,13.5,4.5,REFRIGERANTE,3,13.5,4.5,REFRIGERANTE,1,3.2
22.19,1,UN,4.5,4.5,LIMONADA,258,KG,17.69,68.6,BUFFET,2016-01-20T13:29:48.000Z,Mesa 66,0,22.19,0.93,22.19,,,,,,,,,,
41.48,408,KG,27.98,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:29:56.000Z,Mesa 80,0,41.48,4.19,32.48,,,,,,,,,,
36.01,1,UN,3.5,3.5,CAFE EXPRESSO,474,KG,32.51,68.6,BUFFET,2016-01-20T13:31:01.000Z,Mesa 41,0,36.01,3,36.01,,,,,,,,,,
35.71,1,UN,3.5,3.5,CAFE EXPRESSO,404,KG,27.71,68.6,BUFFET,2016-01-20T13:32:35.000Z,Mesa 40,0,35.71,4.89,35.71,1,4.5,4.5,CERVEJA,,,,,,
41.16,3,UN,10.5,3.5,AGUA,1,UN,3.5,3.5,CAFE EXPRESSO,2016-01-20T13:32:43.000Z,Mesa 38,0,41.16,5.3,34.16,396,27.16,68.6,BUFFET,,,,,,
27.16,396,KG,27.16,68.6,BUFFET,,,,,,2016-01-20T13:32:56.000Z,Mesa 75,0,27.16,1.14,27.16,,,,,,,,,,
39.7,3,UN,13.5,4.5,SUCO,382,KG,26.2,68.6,BUFFET,2016-01-20T13:33:34.000Z,Mesa 64,0,39.7,1.67,30.7,,,,,,,,,,
20.71,302,KG,20.71,68.6,BUFFET,,,,,,2016-01-20T13:33:50.000Z,Mesa 61,0,20.71,0.87,20.71,,,,,,,,,,
44.66,3,UN,10.5,3.5,AGUA,498,KG,34.16,68.6,BUFFET,2016-01-20T13:33:58.000Z,Mesa 60,0,44.66,3.63,37.66,,,,,,,,,,
35.17,316,KG,21.67,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:34:05.000Z,Mesa 72,0,35.17,4.05,26.17,,,,,,,,,,
73.78,1076,KG,73.81,68.6,BUFFET,,,,,,2016-01-20T13:37:10.000Z,Mesa 76,0,73.81,3.1,73.81,,,,,,,,,,
33.82,3,UN,10.5,3.5,AGUA,0.34,KG,23.32,68.6,BUFFET,2016-01-20T13:38:25.000Z,Mesa 85,0,33.82,3.29,26.82,,,,,,,,,,
24.01,0.35,KG,24.01,68.6,BUFFET,,,,,,2016-01-20T13:38:37.000Z,Mesa 68,0,24.01,1.01,24.01,,,,,,,,,,
38.6,366,KG,25.1,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:38:44.000Z,Mesa 67,0,38.6,4.11,29.6,,,,,,,,,,
34.49,306,KG,20.99,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:39:33.000Z,Mesa 71,0,34.49,4.03,25.49,,,,,,,,,,
50.06,1,UN,3.5,3.5,CAFE EXPRESSO,482,KG,33.06,68.6,BUFFET,2016-01-20T13:40:01.000Z,Mesa 37,0,50.06,6.24,41.06,3,13.5,4.5,REFRIGERANTE,,,,,,
42.04,1,UN,9.8,9.8,CERVEJA LATA,0.47,KG,32.24,68.6,BUFFET,2016-01-20T13:40:47.000Z,Mesa 82,0,42.04,5.93,42.04,,,,,,,,,,
79.82,2,UN,12,6,CERVEJA,792,KG,54.33,68.6,BUFFET,2016-01-20T13:44:58.000Z,Mesa 77,0,79.83,11.26,70.83,3,13.5,4.5,REFRIGERANTE,,,,,,
44.11,3,UN,10.5,3.5,AGUA,0.49,KG,33.61,68.6,BUFFET,2016-01-20T13:46:21.000Z,Mesa 88,0,44.11,3.61,37.11,,,,,,,,,,
45.73,0.47,KG,32.24,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:46:30.000Z,Mesa 81,0,45.74,4.3,36.74,,,,,,,,,,
26.61,388,KG,26.61,68.6,BUFFET,,,,,,2016-01-20T13:46:38.000Z,Mesa 84,0,26.61,1.12,26.61,,,,,,,,,,
71.71,652,KG,44.72,68.6,BUFFET,6,UN,27,4.5,REFRIGERANTE,2016-01-20T13:46:50.000Z,Mesa 83,0,71.72,8.12,53.72,,,,,,,,,,
45.53,1,UN,3.5,3.5,CAFE EXPRESSO,416,KG,28.53,68.6,BUFFET,2016-01-20T13:46:58.000Z,Mesa 35,0,45.53,6.14,36.53,3,13.5,4.5,REFRIGERANTE,,,,,,
29.89,1,UN,3.5,3.5,CAFE EXPRESSO,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-20T13:47:06.000Z,Mesa 36,0,29.89,5.51,29.89,0.29,19.89,68.6,BUFFET,,,,,,
13.72,0.2,KG,13.72,68.6,BUFFET,,,,,,2016-01-20T13:52:59.000Z,Mesa 89,0,13.72,0.58,13.72,,,,,,,,,,
125.36,1434,KG,98.37,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T13:54:02.000Z,Mesa 78,0,125.37,9.73,107.37,3,13.5,4.5,REFRIGERANTE,,,,,,
97.12,3,UN,10.5,3.5,AGUA,1066,KG,73.12,68.6,BUFFET,2016-01-20T13:59:54.000Z,Mesa 92,0,97.12,5.85,81.12,3,13.5,4.5,SUCO,,,,,,
36.95,1,UN,6.5,6.5,SUSHI ESPECIAL,444,KG,30.45,68.6,BUFFET,2016-01-20T14:00:38.000Z,Mesa 93,0,36.95,4.32,36.95,,,,,,,,,,
68.44,3,UN,10.5,3.5,AGUA,648,KG,44.45,68.6,BUFFET,2016-01-20T14:01:41.000Z,Mesa 86,0,68.45,7.31,52.45,3,13.5,4.5,REFRIGERANTE,,,,,,
37.25,3,UN,10.5,3.5,AGUA,0.39,KG,26.75,68.6,BUFFET,2016-01-20T14:01:54.000Z,Mesa 43,0,37.25,3.39,30.25,,,,,,,,,,
34.37,3,UN,10.5,3.5,AGUA,348,KG,23.87,68.6,BUFFET,2016-01-20T14:02:02.000Z,Mesa 42,0,34.37,3.3,27.37,,,,,,,,,,
84.55,1,UN,4.5,4.5,LIMONADA,3,UN,10.5,3.5,AGUA,2016-01-20T14:02:33.000Z,Mesa 25,0,84.56,5.17,77.56,1014,69.56,68.6,BUFFET,,,,,,
95.38,1194,KG,81.9,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T14:05:57.000Z,Mesa 90,0,95.4,6.12,86.4,,,,,,,,,,
100.99,3,UN,14.7,4.9,SUCO,1,UN,12.5,12.5,WHISKY,2016-01-20T15:05:08.000Z,Mesa 94,0,101.01,12.44,91.21,1076,73.81,68.6,BUFFET,,,,,,
115.63,3,UN,10.5,3.5,AGUA,1,UN,9.8,9.8,SUSHI ESPECIAL,2016-01-20T19:37:13.000Z,Mesa 1,0,115.65,10.87,108.65,1.39,95.35,68.6,BUFFET,,,,,,
86.16,2,UN,9,4.5,LIMONADA,1,UN,12,12,SOBREMESA,2016-01-20T19:56:25.000Z,Mesa 2,0,86.17,8.73,86.17,0.95,65.17,68.6,BUFFET,,,,,,
30.45,444,KG,30.45,68.6,BUFFET,,,,,,2016-01-20T19:58:56.000Z,Mesa 8,0,30.45,1.28,30.45,,,,,,,,,,
68.18,994,KG,68.18,68.6,BUFFET,,,,,,2016-01-20T20:01:56.000Z,Mesa 7,0,68.18,2.86,68.18,,,,,,,,,,
69.75,2,UN,2,1,CHA,988,KG,67.77,68.6,BUFFET,2016-01-20T20:09:47.000Z,Mesa 5,0,69.77,3.78,69.77,,,,,,,,,,
57.69,1,UN,14.4,14.4,TEMAKI,3,UN,10.5,3.5,AGUA,2016-01-20T20:12:20.000Z,Mesa 99,0,57.69,4.11,50.69,478,32.79,68.6,BUFFET,,,,,,
39.17,3,UN,10.5,3.5,AGUA,418,KG,28.67,68.6,BUFFET,2016-01-20T20:12:41.000Z,Mesa 98,0,39.17,3.45,32.17,,,,,,,,,,
77.92,1136,KG,77.92,68.6,BUFFET,,,,,,2016-01-20T20:14:56.000Z,Mesa 17,0,77.92,3.27,77.92,,,,,,,,,,
112.69,6,UN,21,3.5,AGUA,1.14,KG,78.2,68.6,BUFFET,2016-01-20T20:17:57.000Z,Mesa 3,0,112.7,10.87,89.7,3,13.5,4.5,REFRIGERANTE,,,,,,
72.35,858,KG,58.85,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T20:19:15.000Z,Mesa 9,0,72.35,5.22,63.35,,,,,,,,,,
92.44,954,KG,65.44,68.6,BUFFET,6,UN,27,4.5,REFRIGERANTE,2016-01-20T20:20:23.000Z,Mesa 4,0,92.44,8.63,74.44,,,,,,,,,,
53.7,3,UN,10.5,3.5,AGUA,0.63,KG,43.21,68.6,BUFFET,2016-01-20T20:23:25.000Z,Mesa 10,0,53.71,3.97,46.71,,,,,,,,,,
34.98,0.51,KG,34.98,68.6,BUFFET,,,,,,2016-01-20T20:30:15.000Z,Mesa 27,0,34.98,1.47,34.98,,,,,,,,,,
34.78,3,UN,10.5,3.5,AGUA,354,KG,24.28,68.6,BUFFET,2016-01-20T20:32:38.000Z,Mesa 96,0,34.78,3.32,27.78,,,,,,,,,,
41.29,602,KG,41.29,68.6,BUFFET,,,,,,2016-01-20T20:33:20.000Z,Mesa 28,0,41.29,1.73,41.29,,,,,,,,,,
201.54,6,UN,21,3.5,AGUA,2.37,KG,162.58,68.6,BUFFET,2016-01-20T20:41:05.000Z,Mesa 6,0,201.58,16.14,178.58,3,13.5,4.5,REFRIGERANTE,1,4.5,4.5,CERVEJA,,
81.86,0.8,KG,54.88,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T20:48:18.000Z,Mesa 18,0,81.88,5.89,63.88,3,13.5,4.5,SUCO,,,,,,
122.55,1,UN,15,15,SAKE,1568,KG,107.56,68.6,BUFFET,2016-01-20T20:55:07.000Z,Mesa 24,0,122.56,11.53,122.56,,,,,,,,,,
89.82,3,UN,13.5,4.5,SUCO,1018,KG,69.83,68.6,BUFFET,2016-01-20T20:59:35.000Z,Mesa 14,0,89.83,6.85,80.83,1,6.5,6.5,CERVEJA LATA,,,,,,
157.18,1.7,KG,116.69,68.6,BUFFET,6,UN,27,4.5,REFRIGERANTE,2016-01-20T20:59:49.000Z,Mesa 13,0,157.19,10.07,86.79,3,13.5,4.5,SUCO,,,,,,
41.02,598,KG,41.02,68.6,BUFFET,,,,,,2016-01-20T21:01:01.000Z,Mesa 38,0,41.02,1.72,41.02,,,,,,,,,,
99.59,1,UN,6,6,CERVEJA,1,UN,15,15,CAIPIROSKA,2016-01-20T21:05:42.000Z,Mesa 21,0,99.61,13.11,99.61,1146,78.61,68.6,BUFFET,,,,,,
53.55,584,KG,40.06,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-20T21:08:56.000Z,Mesa 16,0,53.56,2.25,44.56,,,,,,,,,,
82.96,0.82,KG,55.97,68.6,BUFFET,6,UN,27,4.5,REFRIGERANTE,2016-01-20T21:09:03.000Z,Mesa 15,0,82.97,7.29,41.81,,,,,,,,,,
95.45,1,UN,12,12,CAIPIRINHA,1,UN,7,7,BACARDI,2016-01-20T21:17:21.000Z,Mesa 29,0,95.47,15.04,86.47,918,62.97,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,,
17.97,262,KG,17.97,68.6,BUFFET,,,,,,2016-01-20T21:17:31.000Z,Mesa 40,0,17.97,0.75,17.97,,,,,,,,,,
79.29,1156,KG,79.3,68.6,BUFFET,,,,,,2016-01-20T21:18:19.000Z,Mesa 53,0,79.3,3.33,79.3,,,,,,,,,,
50.4,538,KG,36.9,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T21:18:26.000Z,Mesa 41,0,50.4,4.44,41.4,,,,,,,,,,
124.86,1,UN,4.5,4.5,LIMONADA,1558,KG,106.87,68.6,BUFFET,2016-01-20T21:23:56.000Z,Mesa 35,0,124.87,7.31,115.87,3,13.5,4.5,REFRIGERANTE,,,,,,
64.16,0.87,KG,59.68,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-20T21:26:33.000Z,Mesa 36,0,64.18,4.61,64.18,,,,,,,,,,
43.31,1,UN,1,1,CHA,1,UN,9.8,9.8,CERVEJA LATA,2016-01-20T21:36:08.000Z,Mesa 30,0,43.31,6.42,43.31,474,32.51,68.6,BUFFET,,,,,,
60.29,3,UN,10.5,3.5,AGUA,726,KG,49.8,68.6,BUFFET,2016-01-20T21:37:22.000Z,Mesa 37,0,60.3,4.21,53.3,,,,,,,,,,
74.42,3,UN,10.5,3.5,AGUA,932,KG,63.93,68.6,BUFFET,2016-01-20T21:38:24.000Z,Mesa 43,0,74.43,4.77,67.43,,,,,,,,,,
91.95,1,UN,6,6,CERVEJA LATA,1,UN,16,16,SAKE,2016-01-20T21:39:22.000Z,Mesa 94,0,91.97,13.21,91.97,1.02,69.97,68.6,BUFFET,,,,,,
140.68,1,UN,14.4,14.4,TEMAKI,3,UN,10.5,3.5,AGUA,2016-01-20T21:40:38.000Z,Mesa 44,0,140.71,14.02,115.71,1248,85.61,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,3,13.5
129.32,1,UN,48,48,YAKISSOBA,1,UN,5,5,CERVEJA,2016-01-20T21:43:04.000Z,Mesa 88,0,129.34,16.28,129.34,1,16,16,SAKE,814,55.84,68.6,BUFFET,1,4.5
89.09,1102,KG,75.59,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-20T21:43:56.000Z,Mesa 87,0,89.09,3.75,80.09,,,,,,,,,,
76.09,1,UN,15,15,CAIPIROSKA,694,KG,47.6,68.6,BUFFET,2016-01-20T22:05:14.000Z,Mesa 57,0,76.1,12.6,67.1,3,13.5,4.5,REFRIGERANTE,,,,,,
36.94,1,UN,15,15,URAMAKI,0.32,KG,21.95,68.6,BUFFET,2016-01-20T22:07:37.000Z,Mesa 46,0,36.95,1.55,36.95,,,,,,,,,,
43.58,1,UN,6,6,CERVEJA LATA,548,KG,37.59,68.6,BUFFET,2016-01-20T22:11:11.000Z,Mesa 67,0,43.59,4.38,43.59,,,,,,,,,,
117.47,4,UN,83.6,20.9,SAKE,494,KG,33.88,68.6,BUFFET,2016-01-20T22:11:26.000Z,Mesa 90,0,117.48,40.47,117.48,,,,,,,,,,
220.97,3,UN,10.5,3.5,AGUA,1,UN,18,18,CAIPIROSKA,2016-01-20T22:11:57.000Z,Mesa 86,0,221.01,26.84,187.01,2216,152.01,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,3,13.5
83.7,6,UN,21,3.5,AGUA,914,KG,62.7,68.6,BUFFET,2016-01-20T22:12:32.000Z,Mesa 47,0,83.7,7.09,69.7,,,,,,,,,,
62.76,3,UN,10.5,3.5,AGUA,762,KG,52.27,68.6,BUFFET,2016-01-20T22:13:02.000Z,Mesa 55,0,62.77,4.31,55.77,,,,,,,,,,
66,3,UN,10.5,3.5,AGUA,0.63,KG,43.21,68.6,BUFFET,2016-01-20T22:14:28.000Z,Mesa 64,1.21,67.21,7.29,50,3,13.5,4.5,REFRIGERANTE,,,,,,
205.52,1,UN,18,18,SUSHI ESPECIAL,1.75,KG,120.05,68.6,BUFFET,2016-01-20T22:15:37.000Z,Mesa 89,0,205.55,20.88,160.55,9,40.5,4.5,REFRIGERANTE,6,27,4.5,REFRIGERANTE,,
50.54,0.54,KG,37.04,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:17:07.000Z,Mesa 66,0,50.54,4.45,41.54,,,,,,,,,,
115.89,9,UN,31.5,3.5,AGUA,1034,KG,70.93,68.6,BUFFET,2016-01-20T22:17:25.000Z,Mesa 58,0,115.93,13.47,85.93,3,13.5,4.5,REFRIGERANTE,,,,,,
74.33,728,KG,49.94,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:22:41.000Z,Mesa 71,0,74.34,10.57,65.34,1,4.5,4.5,CERVEJA,2,6.4,3.2,DOCINHOS,,
76.74,922,KG,63.24,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-20T22:23:59.000Z,Mesa 72,0,76.74,3.23,67.74,,,,,,,,,,
32.23,0.47,KG,32.24,68.6,BUFFET,,,,,,2016-01-20T22:26:51.000Z,Mesa 68,0,32.24,1.35,32.24,,,,,,,,,,
46.42,0.48,KG,32.92,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:27:05.000Z,Mesa 69,0,46.42,4.32,37.42,,,,,,,,,,
106.53,1.17,KG,80.26,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:27:31.000Z,Mesa 26,0,106.56,12.51,97.56,1,12.8,12.8,CERVEJA,,,,,,
31.46,262,KG,17.97,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:28:35.000Z,Mesa 25,0,31.47,3.99,22.47,,,,,,,,,,
52.1,2,UN,13,6.5,SUSHI ESPECIAL,0.57,KG,39.1,68.6,BUFFET,2016-01-20T22:29:11.000Z,Mesa 61,0,52.1,7.71,52.1,,,,,,,,,,
128.85,1,UN,16,16,SAKE,1,UN,15,15,CAIPIROSKA,2016-01-20T22:30:57.000Z,Mesa 22,0,128.87,21.63,119.87,1.23,84.37,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,,
76.93,3,UN,13.5,4.5,SUCO,728,KG,49.94,68.6,BUFFET,2016-01-20T22:36:16.000Z,Mesa 76,0,76.94,5.73,58.94,3,13.5,4.5,REFRIGERANTE,,,,,,
67.55,498,KG,34.16,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:47:11.000Z,Mesa 93,0,67.56,11.76,49.56,3,13.5,4.5,REFRIGERANTE,2,6.4,3.2,DOCINHOS,,
58.85,568,KG,38.96,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-20T22:48:43.000Z,Mesa 92,0,58.86,7.94,49.86,2,6.4,3.2,DOCINHOS,,,,,,
111.93,1.38,KG,94.66,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-20T22:51:25.000Z,Mesa 70,0,111.96,12.06,111.96,1,12.8,12.8,SOBREMESA,,,,,,
104.82,1,UN,1,1,CHA,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-20T22:56:48.000Z,Mesa 75,0,104.82,9.99,95.82,1222,83.82,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,,
22.02,1,UN,3.5,3.5,AGUA,0.27,KG,18.52,68.6,BUFFET,2016-01-21T12:00:42.000Z,Mesa 1,0,22.02,2.41,22.02,,,,,,,,,,
28.37,1,UN,4.5,4.5,SUCO,348,KG,23.87,68.6,BUFFET,2016-01-21T12:01:05.000Z,Mesa 3,0,28.37,1.19,28.37,,,,,,,,,,
30.04,438,KG,30.04,68.6,BUFFET,,,,,,2016-01-21T12:14:22.000Z,Mesa 9,0,30.04,1.26,30.04,,,,,,,,,,
47.19,688,KG,47.19,68.6,BUFFET,,,,,,2016-01-21T12:15:12.000Z,Mesa 2,0,47.19,1.98,47.19,,,,,,,,,,
45.92,604,KG,41.43,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:19:35.000Z,Mesa 6,0,45.93,3.84,45.93,,,,,,,,,,
68.93,1,UN,3.5,3.5,AGUA,954,KG,65.44,68.6,BUFFET,2016-01-21T12:20:33.000Z,Mesa 5,0,68.94,4.38,68.94,,,,,,,,,,
29.08,424,KG,29.08,68.6,BUFFET,,,,,,2016-01-21T12:30:10.000Z,Mesa 26,0,29.08,1.22,29.08,,,,,,,,,,
38.66,498,KG,34.16,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:32:49.000Z,Mesa 4,0,38.66,3.53,38.66,,,,,,,,,,
24.39,0.29,KG,19.89,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:38:54.000Z,Mesa 28,0,24.39,2.94,24.39,,,,,,,,,,
63.48,0.86,KG,58.99,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:41:01.000Z,Mesa 10,0,63.49,4.58,63.49,,,,,,,,,,
37.15,476,KG,32.65,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:46:23.000Z,Mesa 24,0,37.15,3.47,37.15,,,,,,,,,,
31.28,456,KG,31.28,68.6,BUFFET,,,,,,2016-01-21T12:48:53.000Z,Mesa 8,0,31.28,1.31,31.28,,,,,,,,,,
